Plot Title: ACWA-PC5%,,,,,,,,,
#,"Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 10340337, SEN S/N: 10340337)","Temp, °C (LGR S/N: 10340337, SEN S/N: 10340337)",Coupler Detached (LGR S/N: 10340337),Sensor Data Error (LGR S/N: 10340337),Coupler Attached (LGR S/N: 10340337),Host Connected (LGR S/N: 10340337),Stopped (LGR S/N: 10340337),End Of File (LGR S/N: 10340337)
58,2022-09-01 12:00,8.16,32.32,,,,,,
59,2022-09-01 12:30,7.6,34.58,,,,,,
60,2022-09-01 13:00,7.16,34.54,,,,,,
61,2022-09-01 13:30,7.05,35.3,,,,,,
62,2022-09-01 14:00,7.11,34.42,,,,,,
63,2022-09-01 14:30,7.31,33.5,,,,,,
64,2022-09-01 15:00,7.41,33.9,,,,,,
65,2022-09-01 15:30,7.39,34.12,,,,,,
66,2022-09-01 16:00,7.84,34.02,,,,,,
67,2022-09-01 16:14,,,Logged,,,,,
68,2022-09-01 16:30,-888.88,-888.88,,Logged,,,,
69,2022-09-01 17:00,-888.88,-888.88,,Logged,,,,
70,2022-09-01 17:30,-888.88,-888.88,,Logged,,,,
71,2022-09-01 18:00,-888.88,-888.88,,Logged,,,,
72,2022-09-01 18:30,-888.88,-888.88,,Logged,,,,
73,2022-09-01 19:00,-888.88,-888.88,,Logged,,,,
74,2022-09-01 19:30,10.08,19.28,,,,,,
75,2022-09-01 20:00,9.76,19.2,,,,,,
76,2022-09-01 20:30,9.57,19.22,,,,,,
77,2022-09-01 21:00,9.54,19.18,,,,,,
78,2022-09-01 21:30,9.57,19.22,,,,,,
79,2022-09-01 22:00,9.54,19.14,,,,,,
80,2022-09-01 22:30,9.48,19.06,,,,,,
81,2022-09-01 23:00,9.39,19,,,,,,
82,2022-09-01 23:30,9.35,18.94,,,,,,
83,2022-09-02 0:00,9.15,18.8,,,,,,
84,2022-09-02 0:30,9.1,18.76,,,,,,
85,2022-09-02 1:00,9.01,18.68,,,,,,
86,2022-09-02 1:30,8.93,18.62,,,,,,
87,2022-09-02 2:00,8.89,18.56,,,,,,
88,2022-09-02 2:30,8.92,18.54,,,,,,
89,2022-09-02 3:00,8.84,18.48,,,,,,
90,2022-09-02 3:30,8.72,18.4,,,,,,
91,2022-09-02 4:00,8.68,18.36,,,,,,
92,2022-09-02 4:30,8.68,18.3,,,,,,
93,2022-09-02 5:00,8.61,18.24,,,,,,
94,2022-09-02 5:30,8.58,18.18,,,,,,
95,2022-09-02 6:00,8.52,18.08,,,,,,
96,2022-09-02 6:30,8.46,18,,,,,,
97,2022-09-02 7:00,8.53,17.96,,,,,,
98,2022-09-02 7:30,8.64,17.92,,,,,,
99,2022-09-02 8:00,9.01,17.92,,,,,,
100,2022-09-02 8:30,9.43,17.94,,,,,,
101,2022-09-02 9:00,9.8,18,,,,,,
102,2022-09-02 9:30,10.08,18.06,,,,,,
103,2022-09-02 10:00,10.34,18.14,,,,,,
104,2022-09-02 10:30,10.58,18.24,,,,,,
105,2022-09-02 11:00,10.82,18.34,,,,,,
106,2022-09-02 11:30,11.08,18.42,,,,,,
107,2022-09-02 12:00,11.2,18.52,,,,,,
108,2022-09-02 12:30,11.35,18.62,,,,,,
109,2022-09-02 13:00,11.53,18.66,,,,,,
110,2022-09-02 13:30,11.54,18.7,,,,,,
111,2022-09-02 14:00,11.38,18.76,,,,,,
112,2022-09-02 14:30,11.34,18.8,,,,,,
113,2022-09-02 15:00,-888.88,-888.88,,Logged,,,,
114,2022-09-02 15:30,-888.88,-888.88,,Logged,,,,
115,2022-09-02 16:00,-888.88,-888.88,,Logged,,,,
116,2022-09-02 16:30,-888.88,-888.88,,Logged,,,,
117,2022-09-02 17:00,-888.88,-888.88,,Logged,,,,
118,2022-09-02 17:30,-888.88,-888.88,,Logged,,,,
119,2022-09-02 18:00,-888.88,-888.88,,Logged,,,,
120,2022-09-02 18:30,-888.88,-888.88,,Logged,,,,
121,2022-09-02 19:00,-888.88,-888.88,,Logged,,,,
122,2022-09-02 19:30,-888.88,-888.88,,Logged,,,,
123,2022-09-02 20:00,10.22,18.68,,,,,,
124,2022-09-02 20:30,10.02,18.68,,,,,,
125,2022-09-02 21:00,9.95,18.7,,,,,,
126,2022-09-02 21:30,9.93,18.74,,,,,,
127,2022-09-02 22:00,9.86,18.76,,,,,,
128,2022-09-02 22:30,9.8,18.78,,,,,,
129,2022-09-02 23:00,9.68,18.78,,,,,,
130,2022-09-02 23:30,9.18,18.8,,,,,,
131,2022-09-03 0:00,9.03,18.78,,,,,,
132,2022-09-03 0:30,8.89,18.74,,,,,,
133,2022-09-03 1:00,8.85,18.68,,,,,,
134,2022-09-03 1:30,8.78,18.62,,,,,,
135,2022-09-03 2:00,8.87,18.58,,,,,,
136,2022-09-03 2:30,8.86,18.54,,,,,,
137,2022-09-03 3:00,8.8,18.48,,,,,,
138,2022-09-03 3:30,8.77,18.42,,,,,,
139,2022-09-03 4:00,8.72,18.36,,,,,,
140,2022-09-03 4:30,8.68,18.3,,,,,,
141,2022-09-03 5:00,8.67,18.26,,,,,,
142,2022-09-03 5:30,8.62,18.2,,,,,,
143,2022-09-03 6:00,8.58,18.14,,,,,,
144,2022-09-03 6:30,8.55,18.08,,,,,,
145,2022-09-03 7:00,8.54,18.04,,,,,,
146,2022-09-03 7:30,8.6,17.96,,,,,,
147,2022-09-03 8:00,8.8,17.94,,,,,,
148,2022-09-03 8:30,9.11,17.96,,,,,,
149,2022-09-03 9:00,9.32,17.96,,,,,,
150,2022-09-03 9:30,9.62,17.94,,,,,,
151,2022-09-03 10:00,10.03,18,,,,,,
152,2022-09-03 10:30,10.35,18.04,,,,,,
153,2022-09-03 11:00,10.74,18.1,,,,,,
154,2022-09-03 11:30,11.09,18.2,,,,,,
155,2022-09-03 12:00,11.49,18.32,,,,,,
156,2022-09-03 12:30,11.72,18.4,,,,,,
157,2022-09-03 13:00,11.82,18.42,,,,,,
158,2022-09-03 13:30,11.72,18.5,,,,,,
159,2022-09-03 14:00,11.83,18.52,,,,,,
160,2022-09-03 14:30,12.27,18.54,,,,,,
161,2022-09-03 15:00,12.45,18.6,,,,,,
162,2022-09-03 15:30,-888.88,-888.88,,Logged,,,,
163,2022-09-03 16:00,-888.88,-888.88,,Logged,,,,
164,2022-09-03 16:30,11.3,18.4,,,,,,
165,2022-09-03 17:00,11.6,18.42,,,,,,
166,2022-09-03 17:30,11.61,18.4,,,,,,
167,2022-09-03 18:00,-888.88,-888.88,,Logged,,,,
168,2022-09-03 18:30,-888.88,-888.88,,Logged,,,,
169,2022-09-03 19:00,10.43,18.28,,,,,,
170,2022-09-03 19:30,10.14,18.24,,,,,,
171,2022-09-03 20:00,9.9,18.22,,,,,,
172,2022-09-03 20:30,9.76,18.2,,,,,,
173,2022-09-03 21:00,9.85,18.24,,,,,,
174,2022-09-03 21:30,9.89,18.3,,,,,,
175,2022-09-03 22:00,9.78,18.3,,,,,,
176,2022-09-03 22:30,9.72,18.32,,,,,,
177,2022-09-03 23:00,9.7,18.34,,,,,,
178,2022-09-03 23:30,9.48,18.34,,,,,,
179,2022-09-04 0:00,9.14,18.3,,,,,,
180,2022-09-04 0:30,9.18,18.28,,,,,,
181,2022-09-04 1:00,9.29,18.28,,,,,,
182,2022-09-04 1:30,9.28,18.24,,,,,,
183,2022-09-04 2:00,9.11,18.18,,,,,,
184,2022-09-04 2:30,9.05,18.12,,,,,,
185,2022-09-04 3:00,9.05,18.08,,,,,,
186,2022-09-04 3:30,8.98,18.04,,,,,,
187,2022-09-04 4:00,8.9,18,,,,,,
188,2022-09-04 4:30,8.89,17.98,,,,,,
189,2022-09-04 5:00,8.76,17.92,,,,,,
190,2022-09-04 5:30,8.77,17.88,,,,,,
191,2022-09-04 6:00,8.73,17.84,,,,,,
192,2022-09-04 6:30,8.76,17.8,,,,,,
193,2022-09-04 7:00,8.67,17.74,,,,,,
194,2022-09-04 7:30,8.83,17.72,,,,,,
195,2022-09-04 8:00,9.15,17.72,,,,,,
196,2022-09-04 8:30,9.57,17.76,,,,,,
197,2022-09-04 9:00,9.79,17.78,,,,,,
198,2022-09-04 9:30,10.29,17.82,,,,,,
199,2022-09-04 10:00,10.52,17.86,,,,,,
200,2022-09-04 10:30,10.88,17.92,,,,,,
201,2022-09-04 11:00,11.21,18.04,,,,,,
202,2022-09-04 11:30,11.48,18.14,,,,,,
203,2022-09-04 12:00,11.78,18.22,,,,,,
204,2022-09-04 12:30,11.89,18.28,,,,,,
205,2022-09-04 13:00,12.09,18.34,,,,,,
206,2022-09-04 13:30,12.01,18.4,,,,,,
207,2022-09-04 14:00,11.97,18.46,,,,,,
208,2022-09-04 14:30,12,18.56,,,,,,
209,2022-09-04 15:00,11.98,18.6,,,,,,
210,2022-09-04 15:30,-888.88,-888.88,,Logged,,,,
211,2022-09-04 16:00,-888.88,-888.88,,Logged,,,,
212,2022-09-04 16:30,-888.88,-888.88,,Logged,,,,
213,2022-09-04 17:00,-888.88,-888.88,,Logged,,,,
214,2022-09-04 17:30,-888.88,-888.88,,Logged,,,,
215,2022-09-04 18:00,-888.88,-888.88,,Logged,,,,
216,2022-09-04 18:30,-888.88,-888.88,,Logged,,,,
217,2022-09-04 19:00,-888.88,-888.88,,Logged,,,,
218,2022-09-04 19:30,11.1,18.58,,,,,,
219,2022-09-04 20:00,10.57,18.56,,,,,,
220,2022-09-04 20:30,10.24,18.62,,,,,,
221,2022-09-04 21:00,10.1,18.64,,,,,,
222,2022-09-04 21:30,10.01,18.64,,,,,,
223,2022-09-04 22:00,9.86,18.66,,,,,,
224,2022-09-04 22:30,9.66,18.66,,,,,,
225,2022-09-04 23:00,9.62,18.64,,,,,,
226,2022-09-04 23:30,9.68,18.66,,,,,,
227,2022-09-05 0:00,9.67,18.6,,,,,,
228,2022-09-05 0:30,9.54,18.5,,,,,,
229,2022-09-05 1:00,9.47,18.4,,,,,,
230,2022-09-05 1:30,9.35,18.34,,,,,,
231,2022-09-05 2:00,9.32,18.3,,,,,,
232,2022-09-05 2:30,9.26,18.24,,,,,,
233,2022-09-05 3:00,9.12,18.22,,,,,,
234,2022-09-05 3:30,9.09,18.14,,,,,,
235,2022-09-05 4:00,9.01,18.08,,,,,,
236,2022-09-05 4:30,8.95,18.04,,,,,,
237,2022-09-05 5:00,8.89,18,,,,,,
238,2022-09-05 5:30,8.7,17.94,,,,,,
239,2022-09-05 6:00,8.74,17.92,,,,,,
240,2022-09-05 6:30,8.71,17.88,,,,,,
241,2022-09-05 7:00,8.64,17.74,,,,,,
242,2022-09-05 7:30,8.87,17.68,,,,,,
243,2022-09-05 8:00,9.35,17.74,,,,,,
244,2022-09-05 8:30,9.79,17.72,,,,,,
245,2022-09-05 9:00,10.22,17.72,,,,,,
246,2022-09-05 9:30,10.59,17.74,,,,,,
247,2022-09-05 10:00,10.92,17.82,,,,,,
248,2022-09-05 10:30,11.21,17.92,,,,,,
249,2022-09-05 11:00,11.44,18,,,,,,
250,2022-09-05 11:30,11.57,18.08,,,,,,
251,2022-09-05 12:00,12.04,18.14,,,,,,
252,2022-09-05 12:30,12.3,18.16,,,,,,
253,2022-09-05 13:00,12.35,18.26,,,,,,
254,2022-09-05 13:30,12.44,18.32,,,,,,
255,2022-09-05 14:00,-888.88,-888.88,,Logged,,,,
256,2022-09-05 14:30,-888.88,-888.88,,Logged,,,,
257,2022-09-05 15:00,-888.88,-888.88,,Logged,,,,
258,2022-09-05 15:30,12.4,18.36,,,,,,
259,2022-09-05 16:00,-888.88,-888.88,,Logged,,,,
260,2022-09-05 16:30,-888.88,-888.88,,Logged,,,,
261,2022-09-05 17:00,-888.88,-888.88,,Logged,,,,
262,2022-09-05 17:30,-888.88,-888.88,,Logged,,,,
263,2022-09-05 18:00,-888.88,-888.88,,Logged,,,,
264,2022-09-05 18:30,-888.88,-888.88,,Logged,,,,
265,2022-09-05 19:00,11.78,18.28,,,,,,
266,2022-09-05 19:30,11.02,18.26,,,,,,
267,2022-09-05 20:00,10.63,18.2,,,,,,
268,2022-09-05 20:30,10.36,18.2,,,,,,
269,2022-09-05 21:00,10.32,18.18,,,,,,
270,2022-09-05 21:30,10.26,18.14,,,,,,
271,2022-09-05 22:00,10.24,18.06,,,,,,
272,2022-09-05 22:30,10.14,18.02,,,,,,
273,2022-09-05 23:00,9.99,17.94,,,,,,
274,2022-09-05 23:30,9.96,17.88,,,,,,
275,2022-09-06 0:00,9.83,17.8,,,,,,
276,2022-09-06 0:30,9.68,17.72,,,,,,
277,2022-09-06 1:00,9.58,17.64,,,,,,
278,2022-09-06 1:30,9.51,17.58,,,,,,
279,2022-09-06 2:00,9.41,17.52,,,,,,
280,2022-09-06 2:30,9.36,17.48,,,,,,
281,2022-09-06 3:00,9.28,17.42,,,,,,
282,2022-09-06 3:30,9.26,17.36,,,,,,
283,2022-09-06 4:00,9.22,17.3,,,,,,
284,2022-09-06 4:30,9.12,17.24,,,,,,
285,2022-09-06 5:00,9.09,17.18,,,,,,
286,2022-09-06 5:30,8.97,17.1,,,,,,
287,2022-09-06 6:00,8.87,17.02,,,,,,
288,2022-09-06 6:30,8.9,16.98,,,,,,
289,2022-09-06 7:00,8.92,16.9,,,,,,
290,2022-09-06 7:30,9.11,16.84,,,,,,
291,2022-09-06 8:00,9.55,16.8,,,,,,
292,2022-09-06 8:30,10.02,16.84,,,,,,
293,2022-09-06 9:00,10.42,16.86,,,,,,
294,2022-09-06 9:30,10.7,16.92,,,,,,
295,2022-09-06 10:00,11.04,16.9,,,,,,
296,2022-09-06 10:30,11.32,16.92,,,,,,
297,2022-09-06 11:00,11.59,16.92,,,,,,
298,2022-09-06 11:30,11.98,17,,,,,,
299,2022-09-06 12:00,12.26,17.12,,,,,,
300,2022-09-06 12:30,12.6,17.18,,,,,,
301,2022-09-06 13:00,12.94,17.22,,,,,,
302,2022-09-06 13:30,13.1,17.26,,,,,,
303,2022-09-06 14:00,13.35,17.34,,,,,,
304,2022-09-06 14:30,-888.88,-888.88,,Logged,,,,
305,2022-09-06 15:00,-888.88,-888.88,,Logged,,,,
306,2022-09-06 15:30,-888.88,-888.88,,Logged,,,,
307,2022-09-06 16:00,-888.88,-888.88,,Logged,,,,
308,2022-09-06 16:30,-888.88,-888.88,,Logged,,,,
309,2022-09-06 17:00,-888.88,-888.88,,Logged,,,,
310,2022-09-06 17:30,-888.88,-888.88,,Logged,,,,
311,2022-09-06 18:00,-888.88,-888.88,,Logged,,,,
312,2022-09-06 18:30,-888.88,-888.88,,Logged,,,,
313,2022-09-06 19:00,-888.88,-888.88,,Logged,,,,
314,2022-09-06 19:30,11.58,17.5,,,,,,
315,2022-09-06 20:00,10.84,17.48,,,,,,
316,2022-09-06 20:30,10.47,17.48,,,,,,
317,2022-09-06 21:00,10.3,17.48,,,,,,
318,2022-09-06 21:30,10.18,17.42,,,,,,
319,2022-09-06 22:00,10.11,17.4,,,,,,
320,2022-09-06 22:30,10.03,17.36,,,,,,
321,2022-09-06 23:00,9.92,17.32,,,,,,
322,2022-09-06 23:30,9.83,17.28,,,,,,
323,2022-09-07 0:00,9.76,17.24,,,,,,
324,2022-09-07 0:30,9.71,17.2,,,,,,
325,2022-09-07 1:00,9.67,17.14,,,,,,
326,2022-09-07 1:30,9.61,17.12,,,,,,
327,2022-09-07 2:00,9.51,17.06,,,,,,
328,2022-09-07 2:30,9.37,17,,,,,,
329,2022-09-07 3:00,9.36,16.98,,,,,,
330,2022-09-07 3:30,9.28,16.92,,,,,,
331,2022-09-07 4:00,9.23,16.9,,,,,,
332,2022-09-07 4:30,9.06,16.82,,,,,,
333,2022-09-07 5:00,9.04,16.8,,,,,,
334,2022-09-07 5:30,8.96,16.74,,,,,,
335,2022-09-07 6:00,8.87,16.7,,,,,,
336,2022-09-07 6:30,8.91,16.66,,,,,,
337,2022-09-07 7:00,8.9,16.6,,,,,,
338,2022-09-07 7:30,9.09,16.56,,,,,,
339,2022-09-07 8:00,9.28,16.54,,,,,,
340,2022-09-07 8:30,9.9,16.56,,,,,,
341,2022-09-07 9:00,10.54,16.64,,,,,,
342,2022-09-07 9:30,10.71,16.72,,,,,,
343,2022-09-07 10:00,11.14,16.76,,,,,,
344,2022-09-07 10:30,11.94,16.88,,,,,,
345,2022-09-07 11:00,12.08,16.92,,,,,,
346,2022-09-07 11:30,12.44,16.96,,,,,,
347,2022-09-07 12:00,12.03,17.02,,,,,,
348,2022-09-07 12:30,12.33,17.02,,,,,,
349,2022-09-07 13:00,11.98,17.06,,,,,,
350,2022-09-07 13:30,12.98,17.2,,,,,,
351,2022-09-07 14:00,13.07,17.12,,,,,,
352,2022-09-07 14:30,14.27,17.24,,,,,,
353,2022-09-07 15:00,-888.88,-888.88,,Logged,,,,
354,2022-09-07 15:30,13.15,17.3,,,,,,
355,2022-09-07 16:00,-888.88,-888.88,,Logged,,,,
356,2022-09-07 16:30,-888.88,-888.88,,Logged,,,,
357,2022-09-07 17:00,-888.88,-888.88,,Logged,,,,
358,2022-09-07 17:30,-888.88,-888.88,,Logged,,,,
359,2022-09-07 18:00,12.6,17.34,,,,,,
360,2022-09-07 18:30,13.03,17.24,,,,,,
361,2022-09-07 19:00,11.92,17.2,,,,,,
362,2022-09-07 19:30,10.96,17.22,,,,,,
363,2022-09-07 20:00,10.52,17.26,,,,,,
364,2022-09-07 20:30,10.3,17.28,,,,,,
365,2022-09-07 21:00,10.26,17.24,,,,,,
366,2022-09-07 21:30,10.22,17.22,,,,,,
367,2022-09-07 22:00,10.2,17.18,,,,,,
368,2022-09-07 22:30,10.01,17.16,,,,,,
369,2022-09-07 23:00,9.92,17.16,,,,,,
370,2022-09-07 23:30,9.92,17.04,,,,,,
371,2022-09-08 0:00,9.99,16.98,,,,,,
372,2022-09-08 0:30,9.78,16.94,,,,,,
373,2022-09-08 1:00,9.55,16.92,,,,,,
374,2022-09-08 1:30,9.51,16.9,,,,,,
375,2022-09-08 2:00,9.34,16.84,,,,,,
376,2022-09-08 2:30,9.3,16.78,,,,,,
377,2022-09-08 3:00,9.16,16.76,,,,,,
378,2022-09-08 3:30,9.18,16.74,,,,,,
379,2022-09-08 4:00,8.92,16.62,,,,,,
380,2022-09-08 4:30,8.91,16.6,,,,,,
381,2022-09-08 5:00,8.87,16.6,,,,,,
382,2022-09-08 5:30,8.89,16.56,,,,,,
383,2022-09-08 6:00,8.72,16.52,,,,,,
384,2022-09-08 6:30,8.68,16.48,,,,,,
385,2022-09-08 7:00,8.67,16.44,,,,,,
386,2022-09-08 7:30,8.9,16.42,,,,,,
387,2022-09-08 8:00,9.65,16.44,,,,,,
388,2022-09-08 8:30,10.24,16.42,,,,,,
389,2022-09-08 9:00,10.2,16.38,,,,,,
390,2022-09-08 9:30,11.04,16.4,,,,,,
391,2022-09-08 10:00,12.07,16.54,,,,,,
392,2022-09-08 10:30,12.08,16.44,,,,,,
393,2022-09-08 11:00,12.56,16.44,,,,,,
394,2022-09-08 11:30,13.04,16.48,,,,,,
395,2022-09-08 12:00,13.39,16.52,,,,,,
396,2022-09-08 12:30,14.01,16.66,,,,,,
397,2022-09-08 13:00,14.22,16.76,,,,,,
398,2022-09-08 13:30,12.89,16.7,,,,,,
399,2022-09-08 14:00,14.48,16.6,,,,,,
400,2022-09-08 14:30,12.97,16.62,,,,,,
401,2022-09-08 15:00,13.94,16.44,,,,,,
402,2022-09-08 15:30,14.88,16.92,,,,,,
403,2022-09-08 16:00,-888.88,-888.88,,Logged,,,,
404,2022-09-08 16:30,14.6,16.84,,,,,,
405,2022-09-08 17:00,13.03,16.64,,,,,,
406,2022-09-08 17:30,10.89,16.4,,,,,,
407,2022-09-08 18:00,13.88,16.44,,,,,,
408,2022-09-08 18:30,11.23,16.48,,,,,,
409,2022-09-08 19:00,12.09,16.56,,,,,,
410,2022-09-08 19:30,10.8,16.42,,,,,,
411,2022-09-08 20:00,10.21,16.38,,,,,,
412,2022-09-08 20:30,10.26,16.28,,,,,,
413,2022-09-08 21:00,10.18,16.24,,,,,,
414,2022-09-08 21:30,10.15,16.2,,,,,,
415,2022-09-08 22:00,10.05,16.12,,,,,,
416,2022-09-08 22:30,9.96,16.08,,,,,,
417,2022-09-08 23:00,9.83,16.06,,,,,,
418,2022-09-08 23:30,9.72,16.04,,,,,,
419,2022-09-09 0:00,9.62,15.98,,,,,,
420,2022-09-09 0:30,9.53,15.86,,,,,,
421,2022-09-09 1:00,9.46,15.62,,,,,,
422,2022-09-09 1:30,9.54,15.66,,,,,,
423,2022-09-09 2:00,9.51,15.6,,,,,,
424,2022-09-09 2:30,9.37,15.5,,,,,,
425,2022-09-09 3:00,9.26,15.48,,,,,,
426,2022-09-09 3:30,9.12,15.38,,,,,,
427,2022-09-09 4:00,9.12,15.36,,,,,,
428,2022-09-09 4:30,9.05,15.34,,,,,,
429,2022-09-09 5:00,8.97,15.3,,,,,,
430,2022-09-09 5:30,8.92,15.18,,,,,,
431,2022-09-09 6:00,8.81,15.12,,,,,,
432,2022-09-09 6:30,8.83,15.06,,,,,,
433,2022-09-09 7:00,8.92,15.02,,,,,,
434,2022-09-09 7:30,9.32,15,,,,,,
435,2022-09-09 8:00,9.89,14.96,,,,,,
436,2022-09-09 8:30,10.53,14.98,,,,,,
437,2022-09-09 9:00,11.07,15.04,,,,,,
438,2022-09-09 9:30,11.27,15.1,,,,,,
439,2022-09-09 10:00,11.91,15.16,,,,,,
440,2022-09-09 10:30,12.34,15.3,,,,,,
441,2022-09-09 11:00,12.36,15.4,,,,,,
442,2022-09-09 11:30,14.1,15.34,,,,,,
443,2022-09-09 12:00,13.84,15.52,,,,,,
444,2022-09-09 12:30,14.48,15.54,,,,,,
445,2022-09-09 13:00,14.34,15.38,,,,,,
446,2022-09-09 13:30,14.2,15.46,,,,,,
447,2022-09-09 14:00,15.56,15.62,,,,,,
448,2022-09-09 14:30,13.15,15.38,,,,,,
449,2022-09-09 15:00,16.53,15.74,,,,,,
450,2022-09-09 15:30,15.28,15.84,,,,,,
451,2022-09-09 16:00,-888.88,-888.88,,Logged,,,,
452,2022-09-09 16:30,-888.88,-888.88,,Logged,,,,
453,2022-09-09 17:00,-888.88,-888.88,,Logged,,,,
454,2022-09-09 17:30,-888.88,-888.88,,Logged,,,,
455,2022-09-09 18:00,-888.88,-888.88,,Logged,,,,
456,2022-09-09 18:30,-888.88,-888.88,,Logged,,,,
457,2022-09-09 19:00,-888.88,-888.88,,Logged,,,,
458,2022-09-09 19:30,11.95,15.7,,,,,,
459,2022-09-09 20:00,10.89,15.74,,,,,,
460,2022-09-09 20:30,10.63,15.76,,,,,,
461,2022-09-09 21:00,10.51,15.74,,,,,,
462,2022-09-09 21:30,10.43,15.72,,,,,,
463,2022-09-09 22:00,10.35,15.7,,,,,,
464,2022-09-09 22:30,10.27,15.66,,,,,,
465,2022-09-09 23:00,10.27,15.62,,,,,,
466,2022-09-09 23:30,10.17,15.56,,,,,,
467,2022-09-10 0:00,10.11,15.52,,,,,,
468,2022-09-10 0:30,9.93,15.48,,,,,,
469,2022-09-10 1:00,9.29,15.42,,,,,,
470,2022-09-10 1:30,9.16,15.34,,,,,,
471,2022-09-10 2:00,9.06,15.3,,,,,,
472,2022-09-10 2:30,9.18,15.24,,,,,,
473,2022-09-10 3:00,9.01,15.16,,,,,,
474,2022-09-10 3:30,8.91,15.1,,,,,,
475,2022-09-10 4:00,9.01,15.06,,,,,,
476,2022-09-10 4:30,9.05,15.02,,,,,,
477,2022-09-10 5:00,8.98,14.94,,,,,,
478,2022-09-10 5:30,8.96,14.9,,,,,,
479,2022-09-10 6:00,8.98,14.84,,,,,,
480,2022-09-10 6:30,8.83,14.76,,,,,,
481,2022-09-10 7:00,8.84,14.72,,,,,,
482,2022-09-10 7:30,9.29,14.7,,,,,,
483,2022-09-10 8:00,9.86,14.68,,,,,,
484,2022-09-10 8:30,10.47,14.72,,,,,,
485,2022-09-10 9:00,11.11,14.8,,,,,,
486,2022-09-10 9:30,11.22,14.88,,,,,,
487,2022-09-10 10:00,11.85,14.98,,,,,,
488,2022-09-10 10:30,12.08,15.08,,,,,,
489,2022-09-10 11:00,13.28,15.16,,,,,,
490,2022-09-10 11:30,13.82,15.24,,,,,,
491,2022-09-10 12:00,14.52,15.32,,,,,,
492,2022-09-10 12:30,14.9,15.38,,,,,,
